date,GMKN
2017-09-11,9667.0
2017-09-12,9867.0
2017-09-13,9650.0
2017-09-14,9560.0
2017-09-15,9535.0
2017-09-18,9547.0
2017-09-19,9613.0
2017-09-20,9673.0
2017-09-21,9710.0
2017-09-22,9593.0
2017-09-25,9650.0
2017-09-26,9607.0
2017-09-27,9649.0
2017-09-28,9648.0
2017-09-29,9920.0
2017-10-02,10134.0
2017-10-03,10253.0
2017-10-04,10213.0
2017-10-05,10328.0
2017-10-06,10313.0
2017-10-09,10438.0
2017-10-10,10254.0
2017-10-11,10275.0
2017-10-12,10155.0
2017-10-13,10490.0
2017-10-16,10780.0
2017-10-17,10730.0
2017-10-18,10756.0
2017-10-19,10527.0
2017-10-20,10696.0
2017-10-23,10673.0
2017-10-24,10666.0
2017-10-25,10390.0
2017-10-26,10425.0
2017-10-27,10532.0
2017-10-30,10590.0
2017-10-31,10592.0
2017-11-01,11050.0
2017-11-02,11350.0
2017-11-03,11551.0
2017-11-07,11610.0
2017-11-08,11455.0
2017-11-09,11465.0
2017-11-10,11400.0
2017-11-13,11470.0
2017-11-14,11151.0
2017-11-15,10803.0
2017-11-16,11044.0
2017-11-17,10813.0
2017-11-20,10544.0
2017-11-21,10515.0
2017-11-22,10768.0
2017-11-23,10609.0
2017-11-24,10750.0
2017-11-27,10550.0
2017-11-28,10220.0
2017-11-29,10107.0
2017-11-30,9876.0
2017-12-01,10080.0
2017-12-04,10166.0
2017-12-05,10077.0
2017-12-06,10166.0
2017-12-07,10063.0
2017-12-08,10077.0
2017-12-11,10423.0
2017-12-12,10787.0
2017-12-13,10512.0
2017-12-14,10669.0
2017-12-15,10595.0
2017-12-18,10680.0
2017-12-19,10653.0
2017-12-20,10613.0
2017-12-21,10531.0
2017-12-22,10710.0
2017-12-25,10655.0
2017-12-26,10629.0
2017-12-27,10621.0
2017-12-28,10694.0
2017-12-29,10850.0
2018-01-03,11302.0
2018-01-04,11585.0
2018-01-05,11565.0
2018-01-09,11675.0
2018-01-10,11655.0
2018-01-11,11662.0
2018-01-12,11600.0
2018-01-15,11750.0
2018-01-16,11375.0
2018-01-17,11498.0
2018-01-18,11560.0
2018-01-19,11470.0
2018-01-22,11488.0
2018-01-23,11198.0
2018-01-24,11325.0
2018-01-25,11537.0
2018-01-26,11420.0
2018-01-29,11539.0
2018-01-30,11483.0
2018-01-31,11608.0
2018-02-01,11639.0
2018-02-02,11496.0
2018-02-05,11581.0
2018-02-06,11308.0
2018-02-07,11268.0
2018-02-08,11110.0
2018-02-09,11101.0
2018-02-12,11147.0
2018-02-13,11500.0
2018-02-14,11761.0
2018-02-15,11785.0
2018-02-16,10810.0
2018-02-19,11171.0
2018-02-20,11060.0
2018-02-21,11300.0
2018-02-22,11380.0
2018-02-26,11874.0
2018-02-27,11550.0
2018-02-28,11159.0
2018-03-01,11173.0
2018-03-02,11248.0
2018-03-05,11199.0
2018-03-06,11161.0
2018-03-07,11160.0
2018-03-09,11077.0
2018-03-12,11157.0
2018-03-13,11101.0
2018-03-14,10881.0
2018-03-15,10890.0
2018-03-16,10927.0
2018-03-19,10911.0
2018-03-20,10950.0
2018-03-21,10932.0
2018-03-22,11003.0
2018-03-23,10998.0
2018-03-26,10750.0
2018-03-27,10728.0
2018-03-28,10695.0
2018-03-29,10795.0
2018-03-30,10760.0
2018-04-02,10800.0
2018-04-03,10830.0
2018-04-04,10735.0
2018-04-05,10744.0
2018-04-06,10733.0
2018-04-09,9170.0
2018-04-10,9810.0
2018-04-11,9888.0
2018-04-12,10376.0
2018-04-13,10490.0
2018-04-16,9900.0
2018-04-17,10229.0
2018-04-18,10672.0
2018-04-19,10685.0
2018-04-20,10615.0
2018-04-23,10875.0
2018-04-24,10860.0
2018-04-25,10803.0
2018-04-26,10988.0
2018-04-27,10989.0
2018-04-28,10949.0
2018-04-30,10814.0
2018-05-02,11040.0
2018-05-03,10856.0
2018-05-04,10996.0
2018-05-07,11150.0
2018-05-08,11094.0
2018-05-10,10730.0
2018-05-11,10729.0
2018-05-14,10778.0
2018-05-15,10915.0
2018-05-16,10800.0
2018-05-17,10790.0
2018-05-18,10732.0
2018-05-21,10922.0
2018-05-22,10998.0
2018-05-23,10850.0
2018-05-24,10880.0
2018-05-25,11090.0
2018-05-28,11170.0
2018-05-29,11144.0
2018-05-30,11066.0
2018-05-31,11111.0
2018-06-01,11150.0
2018-06-04,11474.0
2018-06-05,11551.0
2018-06-06,11640.0
2018-06-07,11644.0
2018-06-08,11355.0
2018-06-09,11484.0
2018-06-11,11500.0
2018-06-13,11275.0
2018-06-14,11161.0
2018-06-15,11066.0
2018-06-18,11051.0
2018-06-19,11126.0
2018-06-20,11243.0
2018-06-21,11224.0
2018-06-22,11222.0
2018-06-25,11285.0
2018-06-26,11222.0
2018-06-27,11100.0
2018-06-28,11115.0
2018-06-29,11399.0
2018-07-02,11600.0
2018-07-03,11540.0
2018-07-04,11458.0
2018-07-05,11566.0
2018-07-06,11698.0
2018-07-09,11799.0
2018-07-10,11725.0
2018-07-11,11260.0
2018-07-12,11359.0
2018-07-13,11398.0
2018-07-16,10680.0
2018-07-17,10610.0
2018-07-18,10574.0
2018-07-19,10350.0
2018-07-20,10255.0
2018-07-23,10314.0
2018-07-24,10760.0
2018-07-25,10845.0
2018-07-26,10827.0
2018-07-27,10848.0
2018-07-30,10866.0
2018-07-31,10882.0
2018-08-01,10782.0
2018-08-02,10700.0
2018-08-03,10814.0
2018-08-06,10770.0
2018-08-07,10830.0
2018-08-08,10830.0
2018-08-09,10999.0
2018-08-10,10800.0
2018-08-13,11005.0
2018-08-14,10990.0
2018-08-15,11000.0
2018-08-16,10901.0
2018-08-17,10821.0
2018-08-20,10950.0
2018-08-21,10930.0
2018-08-22,11074.0
2018-08-23,10950.0
2018-08-24,11015.0
2018-08-27,11072.0
2018-08-28,11250.0
2018-08-29,11338.0
2018-08-30,11262.0
2018-08-31,11220.0
2018-09-03,11287.0
2018-09-04,11250.0
2018-09-05,11136.0
2018-09-06,11206.0
2018-09-07,11200.0
2018-09-10,11365.0
2018-09-11,11456.0
2018-09-12,11565.0
2018-09-13,11637.0
2018-09-14,11525.0
2018-09-17,11540.0
2018-09-18,11587.0
2018-09-19,11651.0
2018-09-20,11705.0
2018-09-21,12073.0
2018-09-24,11916.0
2018-09-25,11957.0
2018-09-26,11886.0
2018-09-27,11830.0
2018-09-28,11388.0
2018-10-01,11307.0
2018-10-02,11229.0
2018-10-03,11365.0
2018-10-04,11416.0
2018-10-05,11292.0
2018-10-08,11321.0
2018-10-09,11403.0
2018-10-10,11376.0
2018-10-11,11253.0
2018-10-12,11170.0
2018-10-15,11088.0
2018-10-16,11264.0
2018-10-17,11430.0
2018-10-18,11360.0
2018-10-19,11378.0
2018-10-22,11291.0
2018-10-23,11061.0
2018-10-24,11025.0
2018-10-25,10902.0
2018-10-26,10650.0
2018-10-29,10679.0
2018-10-30,10702.0
2018-10-31,11000.0
2018-11-01,11250.0
2018-11-02,11470.0
2018-11-06,11565.0
2018-11-07,11695.0
2018-11-08,11698.0
2018-11-09,11689.0
2018-11-12,11608.0
2018-11-13,11608.0
2018-11-14,11683.0
2018-11-15,11701.0
2018-11-16,11714.0
2018-11-19,11746.0
2018-11-20,11742.0
2018-11-21,11820.0
2018-11-22,11876.0
2018-11-23,11954.0
2018-11-26,11959.0
2018-11-27,12379.0
2018-11-28,12770.0
2018-11-29,12691.0
2018-11-30,12738.0
2018-12-03,12817.0
2018-12-04,12666.0
2018-12-05,12820.0
2018-12-06,12699.0
2018-12-07,12745.0
2018-12-10,12630.0
2018-12-11,12738.0
2018-12-12,12890.0
2018-12-13,13220.0
2018-12-14,13160.0
2018-12-17,13349.0
2018-12-18,13212.0
2018-12-19,13125.0
2018-12-20,13217.0
2018-12-21,13014.0
2018-12-24,12783.0
2018-12-25,12555.0
2018-12-26,12867.0
2018-12-27,12889.0
2018-12-28,13073.0
2018-12-29,13039.0
2019-01-03,12993.0
2019-01-04,13070.0
2019-01-08,13128.0
2019-01-09,13229.0
2019-01-10,13343.0
2019-01-11,13437.0
2019-01-14,13389.0
2019-01-15,13389.0
2019-01-16,13180.0
2019-01-17,13282.0
2019-01-18,13359.0
2019-01-21,13353.0
2019-01-22,13306.0
2019-01-23,13378.0
2019-01-24,13369.0
2019-01-25,13312.0
2019-01-28,13089.0
2019-01-29,13260.0
2019-01-30,13639.0
2019-01-31,13596.0
2019-02-01,13534.0
2019-02-04,13500.0
2019-02-05,13588.0
2019-02-06,13690.0
2019-02-07,13650.0
2019-02-08,13732.0
2019-02-11,13702.0
2019-02-12,13780.0
2019-02-13,13552.0
2019-02-14,13740.0
2019-02-15,13750.0
2019-02-18,13660.0
2019-02-19,13800.0
2019-02-20,14250.0
2019-02-21,14052.0
2019-02-22,14122.0
2019-02-25,14594.0
2019-02-26,14420.0
2019-02-27,14302.0
2019-02-28,14114.0
2019-03-01,14100.0
2019-03-04,13794.0
2019-03-05,13770.0
2019-03-06,14442.0
2019-03-07,14442.0
2019-03-11,14100.0
2019-03-12,14380.0
2019-03-13,13850.0
2019-03-14,13952.0
2019-03-15,14226.0
2019-03-18,14284.0
2019-03-19,14350.0
2019-03-20,14316.0
2019-03-21,14290.0
2019-03-22,14280.0
2019-03-25,14280.0
2019-03-26,14300.0
2019-03-27,13874.0
2019-03-28,13436.0
2019-03-29,13720.0
2019-04-01,13994.0
2019-04-02,14160.0
2019-04-03,14186.0
2019-04-04,14288.0
2019-04-05,14332.0
2019-04-08,14348.0
2019-04-09,14400.0
2019-04-10,14440.0
2019-04-11,14230.0
2019-04-12,14418.0
2019-04-15,14392.0
2019-04-16,14558.0
2019-04-17,14600.0
2019-04-18,14510.0
2019-04-19,14510.0
2019-04-22,14528.0
2019-04-23,14430.0
2019-04-24,14316.0
2019-04-25,14470.0
2019-04-26,14720.0
2019-04-29,14490.0
2019-04-30,14342.0
2019-05-02,14280.0
2019-05-03,14238.0
2019-05-06,14400.0
2019-05-07,14152.0
2019-05-08,14108.0
2019-05-10,13922.0
2019-05-13,13970.0
2019-05-14,13954.0
2019-05-15,13800.0
2019-05-16,13560.0
2019-05-17,13590.0
2019-05-20,13358.0
2019-05-21,13548.0
2019-05-22,13782.0
2019-05-23,13520.0
2019-05-24,13602.0
2019-05-27,13710.0
2019-05-28,13640.0
2019-05-29,13708.0
2019-05-30,13700.0
2019-05-31,13718.0
2019-06-03,13770.0
2019-06-04,13796.0
2019-06-05,13772.0
2019-06-06,13850.0
2019-06-07,13802.0
2019-06-10,13852.0
2019-06-11,14304.0
2019-06-13,14676.0
2019-06-14,14602.0
2019-06-17,14506.0
2019-06-18,14750.0
2019-06-19,14868.0
2019-06-20,14224.0
2019-06-21,14180.0
2019-06-24,14272.0
2019-06-25,14060.0
2019-06-26,14148.0
2019-06-27,14168.0
2019-06-28,14308.0
2019-07-01,14236.0
2019-07-02,14420.0
2019-07-03,14432.0
2019-07-04,14280.0
2019-07-05,14450.0
2019-07-08,14366.0
2019-07-09,14292.0
2019-07-10,14270.0
2019-07-11,14146.0
2019-07-12,14194.0
2019-07-15,14266.0
2019-07-16,14440.0
2019-07-17,14480.0
2019-07-18,14770.0
2019-07-19,14902.0
2019-07-22,14652.0
2019-07-23,14668.0
2019-07-24,14648.0
2019-07-25,14590.0
2019-07-26,14392.0
2019-07-29,14416.0
2019-07-30,14510.0
2019-07-31,14646.0
2019-08-01,14448.0
2019-08-02,14320.0
2019-08-05,14192.0
2019-08-06,14482.0
2019-08-07,14700.0
2019-08-08,15084.0
2019-08-09,14800.0
2019-08-12,15024.0
2019-08-13,14858.0
2019-08-14,14804.0
2019-08-15,14924.0
2019-08-16,14652.0
2019-08-19,14758.0
2019-08-20,15150.0
2019-08-21,15120.0
2019-08-22,15460.0
2019-08-23,15382.0
2019-08-26,15340.0
2019-08-27,15386.0
2019-08-28,15430.0
2019-08-29,15558.0
2019-08-30,16088.0
2019-09-02,16500.0
2019-09-03,16340.0
2019-09-04,16500.0
2019-09-05,16390.0
2019-09-06,16198.0
2019-09-09,15940.0
2019-09-10,15944.0
2019-09-11,16004.0
2019-09-12,15950.0
2019-09-13,15650.0
2019-09-16,15846.0
2019-09-17,15830.0
2019-09-18,16100.0
2019-09-19,15954.0
2019-09-20,16128.0
2019-09-23,16308.0
2019-09-24,16096.0
2019-09-25,16272.0
2019-09-26,16388.0
2019-09-27,16468.0
2019-09-30,16686.0
2019-10-01,16720.0
2019-10-02,16670.0
2019-10-03,16602.0
2019-10-04,15894.0
2019-10-07,16048.0
2019-10-08,16030.0
2019-10-09,16104.0
2019-10-10,16140.0
2019-10-11,16078.0
2019-10-14,15940.0
2019-10-15,16022.0
2019-10-16,16156.0
2019-10-17,16170.0
2019-10-18,16250.0
2019-10-21,16306.0
2019-10-22,16462.0
2019-10-23,16544.0
2019-10-24,17130.0
2019-10-25,17200.0
2019-10-28,17714.0
2019-10-29,17948.0
2019-10-30,18192.0
2019-10-31,17888.0
2019-11-01,18186.0
2019-11-05,18140.0
2019-11-06,18304.0
2019-11-07,18706.0
2019-11-08,18520.0
2019-11-11,18112.0
2019-11-12,17642.0
2019-11-13,17422.0
2019-11-14,17426.0
2019-11-15,17680.0
2019-11-18,17358.0
2019-11-19,17592.0
2019-11-20,17646.0
2019-11-21,17658.0
2019-11-22,17476.0
2019-11-25,17344.0
2019-11-26,17240.0
2019-11-27,17212.0
2019-11-28,17172.0
2019-11-29,17046.0
2019-12-02,17094.0
2019-12-03,17304.0
2019-12-04,17246.0
2019-12-05,17622.0
2019-12-06,18048.0
2019-12-09,18420.0
2019-12-10,18478.0
2019-12-11,18678.0
2019-12-12,18928.0
2019-12-13,19474.0
2019-12-16,19722.0
2019-12-17,19504.0
2019-12-18,19626.0
2019-12-19,19796.0
2019-12-20,19776.0
2019-12-23,19676.0
2019-12-24,19630.0
2019-12-25,19890.0
2019-12-26,19220.0
2019-12-27,19292.0
2019-12-30,19102.0
2020-01-03,19448.0
2020-01-06,19588.0
2020-01-08,19850.0
2020-01-09,19838.0
2020-01-10,19878.0
2020-01-13,20362.0
2020-01-14,20000.0
2020-01-15,20396.0
2020-01-16,20900.0
2020-01-17,21524.0
2020-01-20,21850.0
2020-01-21,21450.0
2020-01-22,21310.0
2020-01-23,21146.0
2020-01-24,21188.0
2020-01-27,21100.0
2020-01-28,21282.0
2020-01-29,21230.0
2020-01-30,20880.0
2020-01-31,20800.0
2020-02-03,20410.0
2020-02-04,20898.0
2020-02-05,21316.0
2020-02-06,21240.0
2020-02-07,21200.0
2020-02-10,21442.0
2020-02-11,21910.0
2020-02-12,21966.0
2020-02-13,21510.0
2020-02-14,21530.0
2020-02-17,21790.0
2020-02-18,21818.0
2020-02-19,22520.0
2020-02-20,22342.0
2020-02-21,22220.0
2020-02-25,21554.0
2020-02-26,21826.0
2020-02-27,21238.0
2020-02-28,20250.0
2020-03-02,20160.0
2020-03-03,20714.0
2020-03-04,20756.0
2020-03-05,20780.0
2020-03-06,21762.0
2020-03-10,21230.0
2020-03-11,20238.0
2020-03-12,18500.0
2020-03-13,18038.0
2020-03-16,17090.0
2020-03-17,17180.0
2020-03-18,15500.0
2020-03-19,16252.0
2020-03-20,16358.0
2020-03-23,16240.0
2020-03-24,19028.0
2020-03-25,19930.0
2020-03-26,20100.0
2020-03-27,19306.0
2020-03-30,19462.0
2020-03-31,19518.0
2020-04-01,18952.0
2020-04-02,18998.0
2020-04-03,19032.0
2020-04-06,19590.0
2020-04-07,19780.0
2020-04-08,20164.0
2020-04-09,21138.0
2020-04-10,20650.0
2020-04-13,20100.0
2020-04-14,20702.0
2020-04-15,19646.0
2020-04-16,19520.0
2020-04-17,19718.0
2020-04-20,20036.0
2020-04-21,19240.0
2020-04-22,19614.0
2020-04-23,20216.0
2020-04-24,20150.0
2020-04-27,20034.0
2020-04-28,20054.0
2020-04-29,20596.0
2020-04-30,20478.0
2020-05-04,20126.0
2020-05-05,20034.0
2020-05-06,19940.0
2020-05-07,20224.0
2020-05-08,20144.0
2020-05-12,21016.0
2020-05-13,20762.0
2020-05-14,20104.0
2020-05-15,20206.0
2020-05-18,21474.0
2020-05-19,21920.0
2020-05-20,22952.0
2020-05-21,22536.0
2020-05-22,22002.0
2020-05-25,22394.0
2020-05-26,22118.0
2020-05-27,22110.0
2020-05-28,22544.0
2020-05-29,22110.0
2020-06-01,22026.0
2020-06-02,22220.0
2020-06-03,21824.0
2020-06-04,20000.0
2020-06-05,20400.0
2020-06-08,20502.0
2020-06-09,20248.0
2020-06-10,20240.0
2020-06-11,19482.0
2020-06-15,19058.0
2020-06-16,19472.0
2020-06-17,19256.0
2020-06-18,18926.0
2020-06-19,19004.0
2020-06-22,19122.0
2020-06-23,19636.0
2020-06-25,19850.0
2020-06-26,19678.0
2020-06-29,19196.0
2020-06-30,18784.0
2020-07-02,18754.0
2020-07-03,19000.0
2020-07-06,18260.0
2020-07-07,18574.0
2020-07-08,18970.0
2020-07-09,18596.0
2020-07-10,18550.0
2020-07-13,17946.0
2020-07-14,17826.0
2020-07-15,17978.0
2020-07-16,18112.0
2020-07-17,18350.0
2020-07-20,18394.0
2020-07-21,18380.0
2020-07-22,18234.0
2020-07-23,18724.0
2020-07-24,19060.0
2020-07-27,19790.0
2020-07-28,19618.0
2020-07-29,19808.0
2020-07-30,19620.0
2020-07-31,19650.0
2020-08-03,20018.0
2020-08-04,20398.0
2020-08-05,20886.0
2020-08-06,20842.0
2020-08-07,20438.0
2020-08-10,20612.0
2020-08-11,20426.0
2020-08-12,20770.0
2020-08-13,20930.0
2020-08-14,20786.0
2020-08-17,20710.0
2020-08-18,20798.0
2020-08-19,20500.0
2020-08-20,19988.0
2020-08-21,19942.0
2020-08-24,20000.0
2020-08-25,19830.0
2020-08-26,19976.0
2020-08-27,19670.0
2020-08-28,19364.0
2020-08-31,19394.0
2020-09-01,19930.0
2020-09-02,19916.0
2020-09-03,19838.0
2020-09-04,19924.0
2020-09-07,20006.0
2020-09-08,19890.0
2020-09-09,19708.0
2020-09-10,19528.0
2020-09-11,19354.0
2020-09-14,19492.0
2020-09-15,19634.0
2020-09-16,19270.0
2020-09-17,19370.0
2020-09-18,19300.0
2020-09-21,18694.0
2020-09-22,18758.0
2020-09-23,18860.0
2020-09-24,18780.0
2020-09-25,18888.0
2020-09-28,18826.0
2020-09-29,18800.0
2020-09-30,18762.0
2020-10-01,18726.0
2020-10-02,18840.0
2020-10-05,19282.0
2020-10-06,18782.0
2020-10-07,18654.0
2020-10-08,18924.0
2020-10-09,19450.0
2020-10-12,19534.0
2020-10-13,19604.0
2020-10-14,19792.0
2020-10-15,19680.0
2020-10-16,19682.0
2020-10-19,19858.0
2020-10-20,20192.0
2020-10-21,19828.0
2020-10-22,19672.0
2020-10-23,19838.0
2020-10-26,19514.0
2020-10-27,19150.0
2020-10-28,18548.0
2020-10-29,18998.0
2020-10-30,18864.0
2020-11-02,19334.0
2020-11-03,19512.0
2020-11-05,19684.0
2020-11-06,20138.0
2020-11-09,20590.0
2020-11-10,20626.0
2020-11-11,20510.0
2020-11-12,20448.0
2020-11-13,20486.0
2020-11-16,20780.0
2020-11-17,20602.0
2020-11-18,20720.0
2020-11-19,20660.0
2020-11-20,20734.0
2020-11-23,21028.0
2020-11-24,21578.0
2020-11-25,21460.0
2020-11-26,21570.0
2020-11-27,21720.0
2020-11-30,21476.0
2020-12-01,21908.0
2020-12-02,22906.0
2020-12-03,23136.0
2020-12-04,23188.0
2020-12-07,23084.0
2020-12-08,22842.0
2020-12-09,23170.0
2020-12-10,24048.0
2020-12-11,24056.0
2020-12-14,23944.0
2020-12-15,23692.0
2020-12-16,23378.0
2020-12-17,23472.0
2020-12-18,23438.0
2020-12-21,23400.0
2020-12-22,23760.0
2020-12-23,23386.0
2020-12-24,23220.0
2020-12-25,23340.0
2020-12-28,23620.0
2020-12-29,23528.0
2020-12-30,23682.0
2021-01-04,24314.0
2021-01-05,24676.0
2021-01-06,25024.0
2021-01-08,26544.0
2021-01-11,26290.0
2021-01-12,25934.0
2021-01-13,25976.0
2021-01-14,26432.0
2021-01-15,25796.0
2021-01-18,25874.0
2021-01-19,25826.0
2021-01-20,26550.0
2021-01-21,26538.0
2021-01-22,26172.0
2021-01-25,25982.0
2021-01-26,25768.0
2021-01-27,24996.0
2021-01-28,25230.0
2021-01-29,24364.0
2021-02-01,24866.0
2021-02-02,24770.0
2021-02-03,25312.0
2021-02-04,25766.0
2021-02-05,25478.0
2021-02-08,25804.0
2021-02-09,25458.0
2021-02-10,25342.0
2021-02-11,25432.0
2021-02-12,25390.0
2021-02-15,26328.0
2021-02-16,26208.0
2021-02-17,26488.0
2021-02-18,26702.0
2021-02-19,28130.0
2021-02-20,27088.0
2021-02-22,26156.0
2021-02-24,24846.0
2021-02-25,23204.0
2021-02-26,23502.0
2021-03-01,24268.0
2021-03-02,23774.0
2021-03-03,23304.0
2021-03-04,22172.0
2021-03-05,22348.0
2021-03-09,22954.0
2021-03-10,23164.0
2021-03-11,23396.0
2021-03-12,23746.0
2021-03-15,24114.0
2021-03-16,22846.0
2021-03-17,22878.0
2021-03-18,22596.0
2021-03-19,22686.0
2021-03-22,22766.0
2021-03-23,22238.0
2021-03-24,21326.0
2021-03-25,21252.0
2021-03-26,22206.0
2021-03-29,23116.0
2021-03-30,23172.0
2021-03-31,23704.0
2021-04-01,23776.0
2021-04-02,23860.0
2021-04-05,23736.0
2021-04-06,23180.0
2021-04-07,23602.0
2021-04-08,23924.0
2021-04-09,24410.0
2021-04-12,25432.0
2021-04-13,25384.0
2021-04-14,24886.0
2021-04-15,25112.0
2021-04-16,25480.0
2021-04-19,25240.0
2021-04-20,25202.0
2021-04-21,25308.0
2021-04-22,25690.0
2021-04-23,25770.0
2021-04-26,26444.0
2021-04-27,26952.0
2021-04-28,26326.0
2021-04-29,26334.0
2021-04-30,25732.0
2021-05-04,26202.0
