date,VTBR
2026-03-05,85.93
2026-03-06,86.02
2026-03-09,86.07
2026-03-10,85.51
2026-03-11,85.9
2026-03-12,85.69
2026-03-13,86.2
2026-03-16,86.45
2026-03-17,86.445
2026-03-18,86.445
2026-03-19,85.965
2026-03-20,85.905
2026-03-23,85.17
2026-03-24,85.56
2026-03-25,86.78
2026-03-26,84.52
2026-03-27,82.995
2026-03-30,83.39
2026-03-31,86.045
2026-04-01,88.135
2026-04-02,89.91
2026-04-03,91.66
2026-04-06,90.81
2026-04-07,91.15
2026-04-08,90.93
2026-04-09,90.145
2026-04-10,90.4
2026-04-13,91.955
2026-04-14,91.93
2026-04-15,93.75
2026-04-16,95.135
2026-04-17,95.405
2026-04-20,98.1
2026-04-21,95.81
2026-04-22,95.37
2026-04-23,94.02
2026-04-24,94.24
2026-04-27,93.31
2026-04-28,92.64
2026-04-29,92.86
2026-04-30,91.3
2026-05-04,89.91
2026-05-05,92.1
2026-05-06,91.92
2026-05-07,92.495
2026-05-08,92.35
2026-05-11,92.795
2026-05-12,94.05
2026-05-13,93.495
2026-05-14,90.11
2026-05-15,89.79
2026-05-18,90.21
2026-05-19,89.99
2026-05-20,89.755
2026-05-21,89.7
2026-05-22,89.81
2026-05-25,86.65
2026-05-26,80.215
2026-05-27,81.225
2026-05-28,79.0
2026-05-29,78.965
2026-06-01,78.255
2026-06-02,77.82
2026-06-03,76.79
2026-06-04,76.425
2026-06-05,76.04
2026-06-08,74.705
2026-06-09,74.77
2026-06-10,74.66
2026-06-11,75.1
2026-06-15,79.45
2026-06-16,78.545
2026-06-17,78.81
2026-06-18,76.58
2026-06-19,75.435
2026-06-22,71.055
2026-06-23,72.7
2026-06-24,71.455
2026-06-25,70.785
2026-06-26,71.67
2026-06-29,74.48
2026-06-30,73.825
2026-07-01,73.385
2026-07-02,71.17
2026-07-03,70.155
2026-07-06,64.185
2026-07-07,65.05
2026-07-08,64.605
2026-07-09,64.765
2026-07-10,64.32
2026-07-13,64.56
2026-07-14,65.0
2026-07-15,61.485
2026-07-16,57.175
2026-07-17,59.405
2026-07-20,55.885
2026-07-21,56.34
2026-07-22,57.67
2026-07-23,57.3
2026-07-24,59.3
2026-07-27,58.4
2026-07-28,56.675
2026-07-29,57.05
2026-07-30,56.335
2026-07-31,56.39
2026-08-03,57.565
2026-08-04,56.79
2026-08-05,56.82
2026-08-06,55.75
2026-08-07,55.55
2026-08-10,56.17
2026-08-11,58.46
2026-08-12,56.95
2026-08-13,55.495
2026-08-14,54.255
2026-08-17,52.17
2026-08-18,53.835
2026-08-19,53.88
2026-08-20,52.86
2026-08-21,53.075
2026-08-24,51.165
2026-08-25,51.445
2026-08-26,50.085
2026-08-27,50.79
2026-08-28,50.16
2026-08-31,51.865
2026-09-01,51.145
2026-09-02,51.85
2026-09-03,52.38
2026-09-04,52.895
2026-09-07,52.675
2026-09-08,52.28
2026-09-09,51.32
2026-09-10,52.165
2026-09-11,51.89
2026-09-14,52.39
2026-09-15,51.24
2026-09-16,50.38
2026-09-17,50.08
2026-09-18,50.16
